,pickup_cluster,month,day,hour,dayofweek,count
24758,17,2,7,11,5,0.25059101654846333
24759,18,2,7,11,5,0.29550827423167847
24760,19,2,7,11,5,0.10638297872340426
24761,20,2,7,11,5,0.30260047281323876
24762,21,2,7,11,5,0.3191489361702128
24763,22,2,7,11,5,0.0591016548463357
24764,23,2,7,11,5,0.2553191489361702
24765,24,2,7,11,5,0.014184397163120567
24766,25,2,7,11,5,0.2553191489361702
24767,26,2,7,11,5,0.016548463356973995
24768,27,2,7,11,5,0.19148936170212766
24769,28,2,7,11,5,0.20803782505910165
24770,29,2,7,11,5,0.07801418439716312
24771,0,2,7,12,5,0.2765957446808511
24772,1,2,7,12,5,0.016548463356973995
24773,2,2,7,12,5,0.28132387706855794
24774,3,2,7,12,5,0.20567375886524822
24775,4,2,7,12,5,0.014184397163120567
24776,5,2,7,12,5,0.15839243498817968
24777,6,2,7,12,5,0.1536643026004728
24778,7,2,7,12,5,0.17257683215130024
24779,8,2,7,12,5,0.01182033096926714
24780,9,2,7,12,5,0.13238770685579196
24781,10,2,7,12,5,0.1276595744680851
24782,11,2,7,12,5,0.014184397163120567
24783,12,2,7,12,5,0.23404255319148937
24784,13,2,7,12,5,0.19148936170212766
24785,14,2,7,12,5,0.030732860520094562
24786,15,2,7,12,5,0.026004728132387706
24787,16,2,7,12,5,0.14657210401891252
24788,17,2,7,12,5,0.22695035460992907
24789,18,2,7,12,5,0.28132387706855794
24790,19,2,7,12,5,0.06855791962174941
24791,20,2,7,12,5,0.2127659574468085
24792,21,2,7,12,5,0.21749408983451538
24793,22,2,7,12,5,0.04964539007092199
24794,23,2,7,12,5,0.19858156028368795
24795,24,2,7,12,5,0.0070921985815602835
24796,25,2,7,12,5,0.16548463356973994
24797,26,2,7,12,5,0.002364066193853428
24798,27,2,7,12,5,0.19858156028368795
24799,28,2,7,12,5,0.14184397163120568
24800,29,2,7,12,5,0.02364066193853428
24801,0,2,7,13,5,0.25059101654846333
24802,1,2,7,13,5,0.016548463356973995
24803,2,2,7,13,5,0.2978723404255319
24804,3,2,7,13,5,0.20094562647754138
24805,4,2,7,13,5,0.002364066193853428
24806,5,2,7,13,5,0.1111111111111111
24807,6,2,7,13,5,0.14893617021276595
24808,7,2,7,13,5,0.20094562647754138
24809,8,2,7,13,5,0.009456264775413711
24810,9,2,7,13,5,0.12293144208037825
24811,10,2,7,13,5,0.17966903073286053
24812,11,2,7,13,5,0.014184397163120567
24813,12,2,7,13,5,0.23877068557919623
24814,13,2,7,13,5,0.22695035460992907
24815,14,2,7,13,5,0.0425531914893617
24816,15,2,7,13,5,0.009456264775413711
24817,16,2,7,13,5,0.18203309692671396
24818,17,2,7,13,5,0.28368794326241137
24819,18,2,7,13,5,0.26713947990543735
24820,19,2,7,13,5,0.09929078014184398
24821,20,2,7,13,5,0.3049645390070922
24822,21,2,7,13,5,0.24822695035460993
24823,22,2,7,13,5,0.054373522458628844
24824,23,2,7,13,5,0.19858156028368795
24825,24,2,7,13,5,0.002364066193853428
24826,25,2,7,13,5,0.20567375886524822
24827,26,2,7,13,5,0.01182033096926714
24828,27,2,7,13,5,0.2198581560283688
24829,28,2,7,13,5,0.19621749408983452
24830,29,2,7,13,5,0.037825059101654845
24831,0,2,7,14,5,0.2127659574468085
24832,1,2,7,14,5,0.018912529550827423
24833,2,2,7,14,5,0.18912529550827423
24834,3,2,7,14,5,0.16784869976359337
24835,4,2,7,14,5,0.004728132387706856
24836,5,2,7,14,5,0.14420803782505912
24837,6,2,7,14,5,0.1347517730496454
24838,7,2,7,14,5,0.16548463356973994
24839,8,2,7,14,5,0.02127659574468085
24840,9,2,7,14,5,0.14184397163120568
24841,10,2,7,14,5,0.15130023640661938
24842,11,2,7,14,5,0.0070921985815602835
24843,12,2,7,14,5,0.1938534278959811
24844,13,2,7,14,5,0.18912529550827423
24845,14,2,7,14,5,0.03546099290780142
24846,15,2,7,14,5,0.014184397163120567
24847,16,2,7,14,5,0.15602836879432624
24848,17,2,7,14,5,0.18912529550827423
24849,18,2,7,14,5,0.23167848699763594
24850,19,2,7,14,5,0.07092198581560284
24851,20,2,7,14,5,0.21040189125295508
24852,21,2,7,14,5,0.23877068557919623
24853,22,2,7,14,5,0.03309692671394799
24854,23,2,7,14,5,0.16312056737588654
24855,24,2,7,14,5,0.002364066193853428
24856,25,2,7,14,5,0.13002364066193853
24857,26,2,7,14,5,0.01182033096926714
24858,27,2,7,14,5,0.1867612293144208
24859,28,2,7,14,5,0.1867612293144208
24860,29,2,7,14,5,0.037825059101654845
24861,0,2,7,15,5,0.18439716312056736
24862,1,2,7,15,5,0.02364066193853428
24863,2,2,7,15,5,0.28132387706855794
24864,3,2,7,15,5,0.20567375886524822
24865,4,2,7,15,5,0.014184397163120567
24866,5,2,7,15,5,0.1347517730496454
24867,6,2,7,15,5,0.12529550827423167
24868,7,2,7,15,5,0.2458628841607565
24869,8,2,7,15,5,0.02364066193853428
24870,9,2,7,15,5,0.08983451536643026
24871,10,2,7,15,5,0.18912529550827423
24872,11,2,7,15,5,0.009456264775413711
24873,12,2,7,15,5,0.18912529550827423
24874,13,2,7,15,5,0.2198581560283688
24875,14,2,7,15,5,0.02127659574468085
24876,15,2,7,15,5,0.0070921985815602835
24877,16,2,7,15,5,0.1607565011820331
24878,17,2,7,15,5,0.2033096926713948
24879,18,2,7,15,5,0.2364066193853428
24880,19,2,7,15,5,0.07092198581560284
24881,20,2,7,15,5,0.24822695035460993
24882,21,2,7,15,5,0.2293144208037825
24883,22,2,7,15,5,0.028368794326241134
24884,23,2,7,15,5,0.1867612293144208
24885,25,2,7,15,5,0.14184397163120568
24886,26,2,7,15,5,0.014184397163120567
24887,27,2,7,15,5,0.16548463356973994
24888,28,2,7,15,5,0.20094562647754138
24889,29,2,7,15,5,0.02364066193853428
24890,0,2,7,16,5,0.23404255319148937
24891,1,2,7,16,5,0.02127659574468085
24892,2,2,7,16,5,0.3049645390070922
24893,3,2,7,16,5,0.3404255319148936
24894,4,2,7,16,5,0.026004728132387706
24895,5,2,7,16,5,0.18203309692671396
24896,6,2,7,16,5,0.18439716312056736
24897,7,2,7,16,5,0.3120567375886525
24898,8,2,7,16,5,0.009456264775413711
24899,9,2,7,16,5,0.19858156028368795
24900,10,2,7,16,5,0.2127659574468085
24901,11,2,7,16,5,0.026004728132387706
24902,12,2,7,16,5,0.2198581560283688
24903,13,2,7,16,5,0.32387706855791965
24904,14,2,7,16,5,0.03546099290780142
24905,15,2,7,16,5,0.002364066193853428
24906,16,2,7,16,5,0.17494089834515367
24907,17,2,7,16,5,0.25059101654846333
24908,18,2,7,16,5,0.32860520094562645
24909,19,2,7,16,5,0.07801418439716312
24910,20,2,7,16,5,0.3617021276595745
24911,21,2,7,16,5,0.3333333333333333
24912,22,2,7,16,5,0.06619385342789598
24913,23,2,7,16,5,0.19858156028368795
24914,24,2,7,16,5,0.0070921985815602835
24915,25,2,7,16,5,0.2293144208037825
24916,26,2,7,16,5,0.014184397163120567
24917,27,2,7,16,5,0.2718676122931442
24918,28,2,7,16,5,0.2647754137115839
24919,29,2,7,16,5,0.02364066193853428
24920,0,2,7,17,5,0.18203309692671396
24921,1,2,7,17,5,0.01182033096926714
24922,2,2,7,17,5,0.18203309692671396
24923,3,2,7,17,5,0.19858156028368795
24924,4,2,7,17,5,0.0070921985815602835
24925,5,2,7,17,5,0.09219858156028368
24926,6,2,7,17,5,0.11583924349881797
24927,7,2,7,17,5,0.19148936170212766
24928,8,2,7,17,5,0.01182033096926714
24929,9,2,7,17,5,0.10638297872340426
24930,10,2,7,17,5,0.1111111111111111
24931,11,2,7,17,5,0.004728132387706856
24932,12,2,7,17,5,0.14184397163120568
24933,13,2,7,17,5,0.20803782505910165
24934,14,2,7,17,5,0.030732860520094562
24935,15,2,7,17,5,0.0070921985815602835
24936,16,2,7,17,5,0.1016548463356974
24937,17,2,7,17,5,0.16784869976359337
24938,18,2,7,17,5,0.16784869976359337
24939,19,2,7,17,5,0.037825059101654845
24940,20,2,7,17,5,0.19148936170212766
24941,21,2,7,17,5,0.19858156028368795
24942,22,2,7,17,5,0.026004728132387706
24943,23,2,7,17,5,0.16784869976359337
24944,25,2,7,17,5,0.16548463356973994
24945,26,2,7,17,5,0.002364066193853428
24946,27,2,7,17,5,0.18912529550827423
24947,28,2,7,17,5,0.15602836879432624
24948,29,2,7,17,5,0.009456264775413711
24949,0,2,7,18,5,0.2576832151300236
24950,1,2,7,18,5,0.026004728132387706
24951,2,2,7,18,5,0.1938534278959811
24952,3,2,7,18,5,0.22695035460992907
24953,4,2,7,18,5,0.01182033096926714
24954,5,2,7,18,5,0.11583924349881797
24955,6,2,7,18,5,0.1867612293144208
24956,7,2,7,18,5,0.20567375886524822
24957,8,2,7,18,5,0.03309692671394799
24958,9,2,7,18,5,0.12293144208037825
24959,10,2,7,18,5,0.13947990543735225
24960,11,2,7,18,5,0.014184397163120567
24961,12,2,7,18,5,0.15839243498817968
24962,13,2,7,18,5,0.21749408983451538
24963,14,2,7,18,5,0.026004728132387706
24964,15,2,7,18,5,0.009456264775413711
24965,16,2,7,18,5,0.12056737588652482
24966,17,2,7,18,5,0.2647754137115839
24967,18,2,7,18,5,0.21040189125295508
24968,19,2,7,18,5,0.06382978723404255
24969,20,2,7,18,5,0.2198581560283688
24970,21,2,7,18,5,0.1938534278959811
24971,22,2,7,18,5,0.037825059101654845
24972,23,2,7,18,5,0.17494089834515367
24973,24,2,7,18,5,0.002364066193853428
24974,25,2,7,18,5,0.16312056737588654
24975,26,2,7,18,5,0.004728132387706856
24976,27,2,7,18,5,0.22695035460992907
24977,28,2,7,18,5,0.17966903073286053
24978,29,2,7,18,5,0.02364066193853428
24979,0,2,7,19,5,0.20567375886524822
24980,1,2,7,19,5,0.0070921985815602835
24981,2,2,7,19,5,0.23877068557919623
24982,3,2,7,19,5,0.23404255319148937
24983,4,2,7,19,5,0.009456264775413711
24984,5,2,7,19,5,0.12293144208037825
24985,6,2,7,19,5,0.1867612293144208
24986,7,2,7,19,5,0.1938534278959811
24987,8,2,7,19,5,0.028368794326241134
24988,9,2,7,19,5,0.15839243498817968
24989,10,2,7,19,5,0.19621749408983452
24990,12,2,7,19,5,0.23167848699763594
24991,13,2,7,19,5,0.21040189125295508
24992,14,2,7,19,5,0.02127659574468085
24993,15,2,7,19,5,0.01182033096926714
24994,16,2,7,19,5,0.19858156028368795
24995,17,2,7,19,5,0.2458628841607565
24996,18,2,7,19,5,0.26713947990543735
24997,19,2,7,19,5,0.07565011820330969
24998,20,2,7,19,5,0.2860520094562648
24999,21,2,7,19,5,0.2765957446808511
25000,22,2,7,19,5,0.06382978723404255
25001,23,2,7,19,5,0.1702127659574468
25002,25,2,7,19,5,0.18203309692671396
25003,26,2,7,19,5,0.0070921985815602835
25004,27,2,7,19,5,0.21040189125295508
25005,28,2,7,19,5,0.14184397163120568
25006,29,2,7,19,5,0.037825059101654845
25007,0,2,7,20,5,0.23167848699763594
25008,1,2,7,20,5,0.030732860520094562
25009,2,2,7,20,5,0.19858156028368795
25010,3,2,7,20,5,0.24113475177304963
25011,4,2,7,20,5,0.018912529550827423
25012,5,2,7,20,5,0.12529550827423167
25013,6,2,7,20,5,0.1867612293144208
25014,7,2,7,20,5,0.2222222222222222
25015,8,2,7,20,5,0.030732860520094562
25016,9,2,7,20,5,0.16784869976359337
25017,10,2,7,20,5,0.17494089834515367
25018,11,2,7,20,5,0.01182033096926714
25019,12,2,7,20,5,0.21040189125295508
25020,13,2,7,20,5,0.2127659574468085
25021,14,2,7,20,5,0.016548463356973995
25022,15,2,7,20,5,0.01182033096926714
25023,16,2,7,20,5,0.1607565011820331
25024,17,2,7,20,5,0.32387706855791965
25025,18,2,7,20,5,0.2293144208037825
25026,19,2,7,20,5,0.09692671394799054
25027,20,2,7,20,5,0.2860520094562648
25028,21,2,7,20,5,0.26004728132387706
25029,22,2,7,20,5,0.0425531914893617
25030,23,2,7,20,5,0.19148936170212766
25031,24,2,7,20,5,0.004728132387706856
25032,25,2,7,20,5,0.18203309692671396
25033,26,2,7,20,5,0.016548463356973995
25034,27,2,7,20,5,0.19621749408983452
25035,28,2,7,20,5,0.1536643026004728
25036,29,2,7,20,5,0.03546099290780142
25037,0,2,7,21,5,0.3380614657210402
25038,1,2,7,21,5,0.030732860520094562
25039,2,2,7,21,5,0.24113475177304963
25040,3,2,7,21,5,0.3262411347517731
25041,4,2,7,21,5,0.02364066193853428
25042,5,2,7,21,5,0.14420803782505912
25043,6,2,7,21,5,0.2127659574468085
25044,7,2,7,21,5,0.2765957446808511
25045,8,2,7,21,5,0.054373522458628844
25046,9,2,7,21,5,0.26713947990543735
25047,10,2,7,21,5,0.16548463356973994
25048,11,2,7,21,5,0.016548463356973995
25049,12,2,7,21,5,0.20567375886524822
25050,13,2,7,21,5,0.21749408983451538
25051,14,2,7,21,5,0.030732860520094562
25052,15,2,7,21,5,0.01182033096926714
25053,16,2,7,21,5,0.17494089834515367
25054,17,2,7,21,5,0.375886524822695
25055,18,2,7,21,5,0.2907801418439716
25056,19,2,7,21,5,0.08983451536643026
25057,20,2,7,21,5,0.4491725768321513
25058,21,2,7,21,5,0.3073286052009456
25059,22,2,7,21,5,0.037825059101654845
25060,23,2,7,21,5,0.2127659574468085
25061,24,2,7,21,5,0.002364066193853428
25062,25,2,7,21,5,0.24822695035460993
25063,26,2,7,21,5,0.018912529550827423
25064,27,2,7,21,5,0.2576832151300236
25065,28,2,7,21,5,0.12529550827423167
25066,29,2,7,21,5,0.04728132387706856
25067,0,2,7,22,5,0.2127659574468085
25068,1,2,7,22,5,0.02127659574468085
25069,2,2,7,22,5,0.18439716312056736
25070,3,2,7,22,5,0.29314420803782504
25071,4,2,7,22,5,0.02364066193853428
25072,5,2,7,22,5,0.14893617021276595
25073,6,2,7,22,5,0.15839243498817968
25074,7,2,7,22,5,0.23167848699763594
25075,8,2,7,22,5,0.03309692671394799
25076,9,2,7,22,5,0.2907801418439716
25077,10,2,7,22,5,0.13002364066193853
25078,11,2,7,22,5,0.014184397163120567
25079,12,2,7,22,5,0.1773049645390071
25080,13,2,7,22,5,0.1938534278959811
25081,14,2,7,22,5,0.028368794326241134
25082,15,2,7,22,5,0.018912529550827423
25083,16,2,7,22,5,0.12056737588652482
25084,17,2,7,22,5,0.3640661938534279
25085,18,2,7,22,5,0.3546099290780142
25086,19,2,7,22,5,0.08274231678486997
25087,20,2,7,22,5,0.3546099290780142
25088,21,2,7,22,5,0.2978723404255319
25089,22,2,7,22,5,0.0591016548463357
25090,23,2,7,22,5,0.2293144208037825
25091,24,2,7,22,5,0.002364066193853428
25092,25,2,7,22,5,0.28368794326241137
25093,26,2,7,22,5,0.01182033096926714
25094,27,2,7,22,5,0.1773049645390071
25095,28,2,7,22,5,0.11347517730496454
25096,29,2,7,22,5,0.030732860520094562
25097,0,2,7,23,5,0.18439716312056736
25098,1,2,7,23,5,0.026004728132387706
25099,2,2,7,23,5,0.11583924349881797
25100,3,2,7,23,5,0.2718676122931442
25101,4,2,7,23,5,0.01182033096926714
25102,5,2,7,23,5,0.15839243498817968
25103,6,2,7,23,5,0.09929078014184398
25104,7,2,7,23,5,0.20094562647754138
25105,8,2,7,23,5,0.030732860520094562
25106,9,2,7,23,5,0.27423167848699764
25107,10,2,7,23,5,0.10874704491725769
25108,11,2,7,23,5,0.0070921985815602835
25109,12,2,7,23,5,0.1111111111111111
25110,13,2,7,23,5,0.19621749408983452
25111,14,2,7,23,5,0.016548463356973995
25112,15,2,7,23,5,0.014184397163120567
25113,16,2,7,23,5,0.08274231678486997
25114,17,2,7,23,5,0.29314420803782504
25115,18,2,7,23,5,0.2789598108747045
25116,19,2,7,23,5,0.07328605200945626
25117,20,2,7,23,5,0.3191489361702128
25118,21,2,7,23,5,0.23167848699763594
25119,22,2,7,23,5,0.03309692671394799
25120,23,2,7,23,5,0.18912529550827423
25121,24,2,7,23,5,0.002364066193853428
25122,25,2,7,23,5,0.2718676122931442
25123,26,2,7,23,5,0.004728132387706856
25124,27,2,7,23,5,0.16548463356973994
25125,28,2,7,23,5,0.09456264775413711
25126,29,2,7,23,5,0.016548463356973995
25127,0,2,8,0,6,0.17966903073286053
25128,1,2,8,0,6,0.02364066193853428
25129,2,2,8,0,6,0.10874704491725769
25130,3,2,8,0,6,0.2860520094562648
25131,4,2,8,0,6,0.016548463356973995
25132,5,2,8,0,6,0.18439716312056736
25133,6,2,8,0,6,0.1182033096926714
25134,7,2,8,0,6,0.22458628841607564
25135,8,2,8,0,6,0.06619385342789598
25136,9,2,8,0,6,0.34988179669030733
25137,10,2,8,0,6,0.1182033096926714
25138,11,2,8,0,6,0.018912529550827423
25139,12,2,8,0,6,0.10638297872340426
25140,13,2,8,0,6,0.1773049645390071
25141,14,2,8,0,6,0.028368794326241134
25142,15,2,8,0,6,0.03309692671394799
25143,16,2,8,0,6,0.1182033096926714
25144,17,2,8,0,6,0.36879432624113473
25145,18,2,8,0,6,0.21040189125295508
25146,19,2,8,0,6,0.06382978723404255
25147,20,2,8,0,6,0.3404255319148936
25148,21,2,8,0,6,0.29550827423167847
25149,22,2,8,0,6,0.04728132387706856
25150,23,2,8,0,6,0.16548463356973994
25151,25,2,8,0,6,0.2765957446808511
25152,26,2,8,0,6,0.014184397163120567
25153,27,2,8,0,6,0.17966903073286053
25154,28,2,8,0,6,0.08274231678486997
25155,29,2,8,0,6,0.04491725768321513
25156,0,2,8,1,6,0.20567375886524822
25157,1,2,8,1,6,0.016548463356973995
25158,2,2,8,1,6,0.15839243498817968
25159,3,2,8,1,6,0.4515366430260047
25160,4,2,8,1,6,0.018912529550827423
25161,5,2,8,1,6,0.2198581560283688
25162,6,2,8,1,6,0.1182033096926714
25163,7,2,8,1,6,0.2647754137115839
25164,8,2,8,1,6,0.19858156028368795
25165,9,2,8,1,6,0.6524822695035462
25166,10,2,8,1,6,0.1938534278959811
25167,11,2,8,1,6,0.026004728132387706
25168,12,2,8,1,6,0.11347517730496454
25169,13,2,8,1,6,0.23404255319148937
25170,14,2,8,1,6,0.04018912529550828
25171,15,2,8,1,6,0.061465721040189124
25172,16,2,8,1,6,0.11583924349881797
25173,17,2,8,1,6,0.5437352245862884
25174,18,2,8,1,6,0.2364066193853428
25175,19,2,8,1,6,0.08037825059101655
25176,20,2,8,1,6,0.4728132387706856
25177,21,2,8,1,6,0.4231678486997636
25178,22,2,8,1,6,0.0425531914893617
25179,23,2,8,1,6,0.1536643026004728
25180,24,2,8,1,6,0.016548463356973995
25181,25,2,8,1,6,0.2978723404255319
25182,26,2,8,1,6,0.009456264775413711
25183,27,2,8,1,6,0.2647754137115839
25184,28,2,8,1,6,0.06855791962174941
25185,29,2,8,1,6,0.08037825059101655
25186,0,2,8,2,6,0.17966903073286053
25187,1,2,8,2,6,0.004728132387706856
25188,2,2,8,2,6,0.08983451536643026
25189,3,2,8,2,6,0.35933806146572106
25190,5,2,8,2,6,0.13711583924349882
25191,6,2,8,2,6,0.07328605200945626
25192,7,2,8,2,6,0.18912529550827423
25193,8,2,8,2,6,0.14657210401891252
25194,9,2,8,2,6,0.5768321513002365
25195,10,2,8,2,6,0.08274231678486997
25196,11,2,8,2,6,0.018912529550827423
25197,12,2,8,2,6,0.061465721040189124
25198,13,2,8,2,6,0.10401891252955082
25199,14,2,8,2,6,0.03546099290780142
25200,15,2,8,2,6,0.04964539007092199
25201,16,2,8,2,6,0.08747044917257683
25202,17,2,8,2,6,0.41134751773049644
25203,18,2,8,2,6,0.17966903073286053
25204,19,2,8,2,6,0.03309692671394799
25205,20,2,8,2,6,0.3877068557919622
25206,21,2,8,2,6,0.18203309692671396
25207,22,2,8,2,6,0.028368794326241134
25208,23,2,8,2,6,0.10874704491725769
25209,24,2,8,2,6,0.002364066193853428
25210,25,2,8,2,6,0.20094562647754138
25211,27,2,8,2,6,0.11583924349881797
25212,28,2,8,2,6,0.037825059101654845
25213,29,2,8,2,6,0.061465721040189124
25214,0,2,8,3,6,0.0851063829787234
25215,1,2,8,3,6,0.0070921985815602835
25216,2,2,8,3,6,0.04964539007092199
25217,3,2,8,3,6,0.34515366430260047
25218,5,2,8,3,6,0.12293144208037825
25219,6,2,8,3,6,0.03546099290780142
25220,7,2,8,3,6,0.1607565011820331
25221,8,2,8,3,6,0.16784869976359337
25222,9,2,8,3,6,0.6950354609929078
25223,10,2,8,3,6,0.07565011820330969
25224,11,2,8,3,6,0.02364066193853428
25225,12,2,8,3,6,0.05673758865248227
25226,13,2,8,3,6,0.09692671394799054
25227,14,2,8,3,6,0.03546099290780142
25228,15,2,8,3,6,0.03546099290780142
25229,16,2,8,3,6,0.04728132387706856
25230,17,2,8,3,6,0.4160756501182033
25231,18,2,8,3,6,0.12529550827423167
25232,19,2,8,3,6,0.04964539007092199
25233,20,2,8,3,6,0.3971631205673759
25234,21,2,8,3,6,0.1773049645390071
25235,22,2,8,3,6,0.03309692671394799
25236,23,2,8,3,6,0.04018912529550828
25237,25,2,8,3,6,0.2127659574468085
25238,26,2,8,3,6,0.002364066193853428
25239,27,2,8,3,6,0.07565011820330969
25240,28,2,8,3,6,0.026004728132387706
25241,29,2,8,3,6,0.037825059101654845
25242,0,2,8,4,6,0.13947990543735225
25243,1,2,8,4,6,0.0070921985815602835
25244,2,2,8,4,6,0.05673758865248227
25245,3,2,8,4,6,0.37115839243498816
25246,4,2,8,4,6,0.002364066193853428
25247,5,2,8,4,6,0.15602836879432624
25248,6,2,8,4,6,0.04018912529550828
25249,7,2,8,4,6,0.1702127659574468
25250,8,2,8,4,6,0.1182033096926714
25251,9,2,8,4,6,0.7565011820330969
25252,10,2,8,4,6,0.0425531914893617
25253,11,2,8,4,6,0.014184397163120567
25254,12,2,8,4,6,0.030732860520094562
25255,13,2,8,4,6,0.08747044917257683
25256,14,2,8,4,6,0.04964539007092199
25257,15,2,8,4,6,0.04018912529550828
25258,16,2,8,4,6,0.04964539007092199
25259,17,2,8,4,6,0.5224586288416075
25260,18,2,8,4,6,0.13238770685579196
25261,19,2,8,4,6,0.02364066193853428
25262,20,2,8,4,6,0.3947990543735225
25263,21,2,8,4,6,0.19621749408983452
25264,22,2,8,4,6,0.026004728132387706
25265,23,2,8,4,6,0.02364066193853428
25266,24,2,8,4,6,0.002364066193853428
25267,25,2,8,4,6,0.2789598108747045
25268,26,2,8,4,6,0.004728132387706856
25269,27,2,8,4,6,0.13002364066193853
25270,28,2,8,4,6,0.028368794326241134
25271,29,2,8,4,6,0.028368794326241134
25272,0,2,8,5,6,0.06855791962174941
25273,1,2,8,5,6,0.02127659574468085
25274,2,2,8,5,6,0.04728132387706856
25275,3,2,8,5,6,0.13711583924349882
25276,4,2,8,5,6,0.004728132387706856
25277,5,2,8,5,6,0.1111111111111111
25278,6,2,8,5,6,0.037825059101654845
25279,7,2,8,5,6,0.08983451536643026
25280,8,2,8,5,6,0.08747044917257683
25281,9,2,8,5,6,0.31678486997635935
25282,10,2,8,5,6,0.04491725768321513
25283,11,2,8,5,6,0.009456264775413711
25284,12,2,8,5,6,0.028368794326241134
25285,13,2,8,5,6,0.06619385342789598
25286,14,2,8,5,6,0.04491725768321513
25287,15,2,8,5,6,0.030732860520094562
25288,16,2,8,5,6,0.02364066193853428
25289,17,2,8,5,6,0.29314420803782504
25290,18,2,8,5,6,0.09929078014184398
25291,19,2,8,5,6,0.026004728132387706
25292,20,2,8,5,6,0.16548463356973994
25293,21,2,8,5,6,0.15839243498817968
25294,22,2,8,5,6,0.02127659574468085
25295,23,2,8,5,6,0.009456264775413711
25296,24,2,8,5,6,0.004728132387706856
25297,25,2,8,5,6,0.12529550827423167
25298,27,2,8,5,6,0.06382978723404255
25299,28,2,8,5,6,0.009456264775413711
25300,29,2,8,5,6,0.01182033096926714
25301,0,2,8,7,6,0.037825059101654845
25302,1,2,8,7,6,0.004728132387706856
25303,2,2,8,7,6,0.030732860520094562
25304,3,2,8,7,6,0.014184397163120567
25305,4,2,8,7,6,0.01182033096926714
25306,5,2,8,7,6,0.037825059101654845
25307,6,2,8,7,6,0.028368794326241134
25308,7,2,8,7,6,0.016548463356973995
25309,8,2,8,7,6,0.014184397163120567
25310,9,2,8,7,6,0.037825059101654845
25311,10,2,8,7,6,0.009456264775413711
25312,11,2,8,7,6,0.009456264775413711
25313,12,2,8,7,6,0.04018912529550828
25314,13,2,8,7,6,0.018912529550827423
25315,14,2,8,7,6,0.02127659574468085
25316,15,2,8,7,6,0.004728132387706856
25317,16,2,8,7,6,0.026004728132387706
25318,17,2,8,7,6,0.02364066193853428
25319,18,2,8,7,6,0.054373522458628844
25320,19,2,8,7,6,0.016548463356973995
25321,20,2,8,7,6,0.037825059101654845
25322,21,2,8,7,6,0.04018912529550828
25323,22,2,8,7,6,0.028368794326241134
25324,23,2,8,7,6,0.04018912529550828
25325,24,2,8,7,6,0.0070921985815602835
25326,25,2,8,7,6,0.061465721040189124
25327,26,2,8,7,6,0.002364066193853428
25328,27,2,8,7,6,0.028368794326241134
25329,28,2,8,7,6,0.014184397163120567
25330,29,2,8,7,6,0.004728132387706856
25331,0,2,8,8,6,0.030732860520094562
25332,1,2,8,8,6,0.004728132387706856
25333,2,2,8,8,6,0.04491725768321513
25334,3,2,8,8,6,0.026004728132387706
25335,5,2,8,8,6,0.014184397163120567
25336,6,2,8,8,6,0.03546099290780142
25337,7,2,8,8,6,0.028368794326241134
25338,8,2,8,8,6,0.01182033096926714
25339,9,2,8,8,6,0.02364066193853428
25340,10,2,8,8,6,0.01182033096926714
25341,11,2,8,8,6,0.009456264775413711
25342,12,2,8,8,6,0.0425531914893617
25343,13,2,8,8,6,0.018912529550827423
25344,14,2,8,8,6,0.026004728132387706
25345,15,2,8,8,6,0.0070921985815602835
25346,16,2,8,8,6,0.05200945626477541
25347,17,2,8,8,6,0.026004728132387706
25348,18,2,8,8,6,0.03309692671394799
25349,19,2,8,8,6,0.028368794326241134
25350,20,2,8,8,6,0.030732860520094562
25351,21,2,8,8,6,0.02127659574468085
25352,22,2,8,8,6,0.009456264775413711
25353,23,2,8,8,6,0.0425531914893617
25354,24,2,8,8,6,0.002364066193853428
25355,25,2,8,8,6,0.04964539007092199
25356,27,2,8,8,6,0.02364066193853428
25357,28,2,8,8,6,0.016548463356973995
25358,29,2,8,8,6,0.02127659574468085
25359,0,2,8,9,6,0.08274231678486997
25360,1,2,8,9,6,0.02364066193853428
25361,2,2,8,9,6,0.15602836879432624
25362,3,2,8,9,6,0.061465721040189124
25363,4,2,8,9,6,0.01182033096926714
25364,5,2,8,9,6,0.061465721040189124
25365,6,2,8,9,6,0.08747044917257683
25366,7,2,8,9,6,0.04728132387706856
25367,8,2,8,9,6,0.002364066193853428
25368,9,2,8,9,6,0.04728132387706856
25369,10,2,8,9,6,0.06855791962174941
25370,11,2,8,9,6,0.0070921985815602835
25371,12,2,8,9,6,0.12293144208037825
25372,13,2,8,9,6,0.0591016548463357
25373,14,2,8,9,6,0.030732860520094562
25374,15,2,8,9,6,0.004728132387706856
25375,16,2,8,9,6,0.07328605200945626
25376,17,2,8,9,6,0.08037825059101655
25377,18,2,8,9,6,0.06619385342789598
25378,19,2,8,9,6,0.05673758865248227
25379,20,2,8,9,6,0.0591016548463357
25380,21,2,8,9,6,0.09692671394799054
25381,22,2,8,9,6,0.03546099290780142
25382,23,2,8,9,6,0.07092198581560284
25383,24,2,8,9,6,0.0070921985815602835
25384,25,2,8,9,6,0.07801418439716312
25385,26,2,8,9,6,0.0070921985815602835
25386,27,2,8,9,6,0.07801418439716312
25387,28,2,8,9,6,0.05200945626477541
25388,29,2,8,9,6,0.02364066193853428
25389,0,2,8,10,6,0.13002364066193853
25390,1,2,8,10,6,0.054373522458628844
25391,2,2,8,10,6,0.2127659574468085
